,clean_tweet_final,label
15924,nothing would be more dangerous than to give the impression we accept,1
19220,itas up to us as consumers to hold the media accountable,1
8247,"as a student in 89/90 in a bar i stood next to a white man who said ""i don't do pakis""",1
26846,"the latest ""say what?!?!"" thanks to",1
1382,just because you are self-loathing doesn't mean the rest of us are. the only weapon you have is to yella|,1
1241,"although, i am not a , a or a so i hope that i still qualify.",1
7215,you might be a libtard if...,1
13132,1/2 we're told over &amp; over that laws are need to &amp; realia|,1
6167,sea shepherd suppoers are racist!,1
16666,cutsie logic but wrong. if you know construction you can build bridges and walls! give trump a chance! hate is fora|,1
31407,buffalo school board moves to oust controversial ally for remarks,1
31196,for is in u.,1
31742,you might be a libtard if...,1
24792,brutality rules new year on manus close,1
22687,smiling has a positive effect on racist and first impressions -,1
29463,this diagram explains trump's response to orlando,1
11393,and you will hear kurds are free and equal citizens. like state's mouthpiece 'journo' claimed.a|,1
17408,uk 2016 expressed as a photo,1
13863,"hey guys, apparently white and black people are even for that whole slavery thing, so that's nice.",1
31637,you might be a libtard if...,1
15572,"is , and for the job.",1
11611,trump ally wishes mad cow disease death for obama,1
5445,in atlanta the mayor &amp; police force allow s to rule the city block roads &amp; freeways w/o action,1
18245,wow in are worried bout and moving in if that was reversed it would be called,1
4616,chaplin - the dictator speech via,1
7283,"more propaganda from - this time videos on ""how to properly stab a jew""",1
4855,black professor makes assumptions about an entire race whilst speaking for entire race. next week the jews!,1
10021,oops! i did it again! melted another fragile snowflake! heed,1
22335,"joy to the world, instead of and",1
24458,you might be a libtard if...,1
7043,"so, no one, no one, in line said anything... silence is complicity in racism. speak up pea|",1
5019,bout to spend new year's eve playing the game lol,1
7062,i can't believe that they don't show blazing saddles on tv any more just because the lead actor is a black man... that's,1
23426,against whites damon sajnani teaches some really lame classes.,1
30242,i'm always amazed at the number of excellent black athletes that want to play at racist schools in racist states.,1
31912,i couldn't end without mentioning,1
25435,"please repo this guy, openly racist and reprehensible",1
13288,and you will hear kurds are free and equal citizens. like state's mouthpiece 'journo' claimed.a|,1
20628,porn videos free nude beach photo,1
15329,"you're defending a woman against ""condescension"", who was in turn defending a woman that was verbally assailed in fa|",1
19385,white girl has sex with black guy best world sex,1
31667,the need to keep feeding their,1
11577,we need more aicles like this from on positive narratives against .,1
544,that doesn't prevent you from being a and a,1
31765,what has todayAs attitude to women got in common with that of norman bates?,1
29087,after being a of a (i was called a cr*cker) i now truly what it feels like to bea|,1
16446,has happened far too often,1
12845,"it's 2016! would you question like that considering her age, condition &amp; facta|",1
26580,2:30pmet: uk youth parliament on &amp; . listen on our free app:,1
5849,"a$?i,come here velly a$?i,",0
28826,comes out in 14 minutes and im taking my science final instead of getting the lipstick...,0
14540,"""postitnotechronicles"", that's what they want to complain about!",0
18685,excellent news with work.,0
8978,be n i don't believe in accidents. there are only encounters in history. there are no accidents. a pablo picasso twtly.a|,0
28185,father's day and spending the morning writing a parser.,0
25590,i am thankful for getting encouragement.,0
6651,keyring make shop at xx,0
24606,the bad pa about summer is my jamba juice smoothies always melt quickly,0
8751,our first ultrasound scan tomorrow! can't wait! 7 weeks 5 days today! :),0
11424,"childrens day kids of all ages a$?i,",0
27734,goodnight everyone!,0
24862,happy wheels a comic level! a allow's play...,0
7200,what i thought was real ... was not ...it was aal,0
3102,how long will be the delay??i might miss an impoant briefing bcoz my flight keep being retimed,0
25092,"great mood! manchester, united kingdom",0
6394,"itas been said that life is 10 percent what happens to you, and 90 percent how you react to it!",0
1518,3 massive games today 4 day weekend anyone? v 2pm v 5pm v 8pm,0
31488,a re-takes 5-dma post-ez data,0
3367,"good news !!! aoo 3/4 ,do 3/4",0
14771,coral graveyard: the aftermath of bleaching on the great barrier reef a in pictures,0
7909,i am lovely.#i_am,0
2294,"bihday to you hope you have a wonderful day. happy we are only 5 months apa lol. have a great day. da$?i,dSSd>>",0
20937,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
17006,i bought a kaleidoscope at an estate sale for $1 yesterday. :) a|,0
20335,had the best peach pancakes and hash browns at with !,0
3515,"whatever makes you feel good, keep it.",0
8958,i am thankful for smiles.,0
9300,well they kind of work.. snapseed stopped working within the editing..,0
376,do what you love to do simply for the love of it.,0
11464,i'm staing my natural journey today ddd i'm getting really great news,0
7907,today is a beautiful day!,0
26028,we wish youth member a great time at today. the trip was nearly over before it staed!,0
26041,i'll be watching the stream!! ddd,0
9045,161|366 flying free. i,0
29425,these look a little forge pond park,0
4293,bye bye it was a pleasure!,0
31582,sweet pie baby ... gbp 19.00 get here:,0
10120,you're for a reason you made fav for hubby even when not on menu today,0
3827,has gone through many troubles with censorship. they have faced many cuts. so it equalises to as well.,0
5684,"i've come 2 the conclusion that many people simply don't understand democracy, what it is and what it means &amp; represents",0
604,loving frm the bottom of my hea frm the day it stared.. &amp; what do v get in return..,0
3971,happy 1st anniversary hina di ddaPSda$?dddon twitter blessed day fr all hinaholicsd$? usd#lovelovelove,0
7164,good morning everyone dddSS,0
30734,"oh yeah i found the perfect bihday cake for ddd bihdaylivmorgan a$?i,",0
20227,v hard indeed to feel hopeful for our kids today,0
981,touch my tits -,0
16642,"buy things about ""flag day 2016"": a|",0
13700,introduction to happy days,0
24227,"d kayak, pinery, grand bend strip + beach adventure with katie d perfect weather and such a fun day",0
16744,love u just want a burger right about now :(,0
31454,after sex watch best porn movies,0
29100,and the press would have you believe bike racing is too dangerous? thoughts go out to the victims in orlando dY=,0
30893,"niggas know they took us from our homeland and denounced our ways as savagery..n we still some jesus praising, name brand dependent ppl",0
4901,i've decided to be !,0
14157,i am respected.,0
13402,a place for everything and everything in its place! thats professional organising with,0
10866,it's sad at how many drunk people there are at they are missing a great show and they'll never remember it!,0
21049,"comes new two sons too many story like they but ,",0
4614,"keep your to keep smiling, always!",0
13272,interview next week friday.,0
30435,"when people speak of you, it should bring a smile to their face.",0
14309,denim pet jacket gbp 16.00 get here:,0
21683,come on in for our new hour! try our amazing 4 for $4 treats!,0
8038,that moment you try your new lippies &amp; it sucks.,0
2769,it is a true,0
13054,looking to feel more join me and 20 speakers on the free summit,0
9135,amazing showers again for the 3rd evening in a row. someone is happy up there. this madras girl is,0
25490,results and clients everyday d go check out ash_tag_makeup for some beautya|,0
25297,yay we hit 100 followers today! thank you all.,0
16404,unreal. knew it would only be a matter of time. working on this story for,0
5336,ok that's nasty,0
16643,"usa plays stupid asf dod,dod, come on play better",0
20941,one more day to go ... first swimming lesson,0
17797,"in today's episode of dahaq we saw all shades of a$?i, d",0
24104,watching last nights &amp; i can so relate to what is saying about huge ego making others feel insecure etc!,0
18198,received my order of bars and am so ! i've been eating these for a couple years anda|,0
22497,happy sunday! sunday,0
15941,my golf is in for it's 1st service. i'm able to walk home for the first time since my knee replacement,0
15581,attack bull chase: when you leave the lot despite the fact that you're a strong source,0
30648,thanks the film plans are hotting up ! your &amp; andrew's hard work is coming together xx,0
9559,...#ourleadersaresleeping ... ... pls retweet until it gets to smwhere.. thankyou,0
7295,is officially a working girl again!,0
25437,i thought you were happy but you turn me out~,0
7499,"grimace photo sessionaoi,dd a|",0
17405,just my new venture a for,0
174,everyone is everything,0
10471,i guess his friends are more impoant than his girlfriend. d,0
20945,"i'm in awh every time i look at my daughter, because she is just the cutest baby i've ever seen and she's minedd",0
9579,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
28455,*even lost motivation to caption this* (vine by queen depressed,0
492,hi teddy corpuz... ddddddd,0
26233,direction to see the new,0
17754,shadows d>>d,0
14614,"enjoyd#chocolate,dbea""oA2breakthroughA(r) ,d'#cancera""freed#bodyda#beautya 1/4 i,dod,",0
21429,dealing with same thing but ipod and ipad versus play station.,0
25059,tweeters! have a fabulous d,0
29859,5 night time mistakes that will keep ... |,0
4380,think positively,0
2272,happy friday angels !!,0
30199,"polar bear climb racing: angry polar bear climb racing, the polar bear living in cold places lookin",0
10111,retweet if you're ! xo,0
29165,i am sparkling.,0
3413,my beautiful bobo! love her! thea|,0
14916,fans didn't follow me back,0
4695,last night is the best hahahahah,0
13510,some girls make finstas to post slutty pics they can't post on ig,0
9552,"makes me dd""dd st. moritz (ch)",0
3009,all packed to despatch our first order to newzealand !! the oceans,0
9273,bull up: you will dominate your bull and you will direct it whatever you want it to do. when,0
896,the secret of a happy marriage is all about finding other people less attractive: and those who repo...,0
7880,to the in my d,0
4168,"bahahaha, this is so me right now! ddd'd1",0
16153,danother great local tweet in share yours on jivemap:,0
886,outlining my themes for my would-be poems haha,0
29502,very to listen to give a talk on for,0
30653,now or never -,0
23515,when you've been waiting all night to hangout and they cancel because other people are apparently better than you,0
20253,"count down has officially begun, 2 weeks til houston d$?d 1/2",0
13460,bubbles!,0
1016,"what? nice parroting of ""racist"" talking points repoed last night.",0
20745,"we could build a future where people are free to live and love the happiest time, our time""",0
16777,today's yummy was with and cheese,0
16290,"hey, &lt;== have a tuesday ==&gt;",0
12732,father's day!,0
20108,"for fuck's sake, orlando.",0
17876,relaxing nature sounds,0
18557,hi!! i am nickol,0
25686,let's vote for i$? at 1/4 {06-05-2016} happy bihday byunbaek~~~,0
862,buffalo simulation: buffalo for you to take in the vicinity of their homes to do. in this wa,0
17486,sometimes life is too hard to be alone and sometimes its too good to be alone.,0
5817,they're ready!!! galaxy cinemas orillia,0
18656,"well, i wasn't planning on cutting but the points changes might make it an easy sacrifice for the new house plans!",0
12393,anever ever apologise for anything that makes you a,0
43,my mom shares the same bihday as bihday snake! see you this weekend dd 1/4,0
18160,how to my who is with,0
26059,happy friday everyonedd,0
27269,9941 are people team saruman or team frodo swaggins ?,0
18777,not all control battles are loud and . they can be soft and too: via,0
17888,sometimes it only takes a blanket,0
11808,johnny depp is no longer remotely hot and queer dance clubs are mass killing grounds,0
11583,i'm so sorry. . to us all,0
10746,looks sooo good,0
8334,happy fathersday !,0
125,las vegas strip,0
6598,"i just thought ""fuck yeah! oranges!""",0
21946,floating on frozen treats,0
12643,don't sweat the small stuff people. enjoy and live your life!,0
4042,mehn what a big lost! delta is lose two heros! keshi and kosoko wife!,0
17479,new year sex sleeping girls fucking pic,0
3342,loser and another loser...i know her endorsement will put you over the top! lucky you!,0
21887,"honey, i got nothing to lose.. &lt;3",0
4604,1. mass shooting 2. discuss 1-5 weeks 3. do nothing 4. unto newer topics..,0
2632,todays festival outfit,0
14992,"to bae, our kids just wished me ""father's day"" :')",0
30513,welcome super 2 wrk w u !! ha|,0
10290,"we'll be heabroken we'll pray we'll vent, beg &amp; plead &amp; again, nothing will happen. because nothing ever happens",0
24253,"if not being told to stand down by obama admin islamophiles, maybe they just don't have good judgment.....",0
17281,fathers day to all the dads in tue world,0
15757,why do we only see the worst in people?,0
30006,molly is still after dPd,0
19042,one of secrets to be happy in consumerist society? - just want enough not more,0
13004,another beautiful creature loses its life for doing what a wild animal does :(,0
11485,u.s. nationala|,0
4641,barrel bag gbp 19.00 get here:,0
929,bride: a woman with a fine prospect of happiness behind her. aambrose bierce,0
14826,a few changes to 4 from the beta-reader &amp; we totally nailed the outline of book 2. now.,0
305,enjoying these delicious melons!,0
31683,as relevant as ever,0
26048,two things to make you in life - and lemon,0
24556,my .. on what makes me .. da$?ddddd,0
26889,attack bull game 3d: do you really think that his head was empty around the city. each side is,0
16746,"break .... it... good evening everyone.... goa, camsur",0
18017,what's happening to this world we're living in?,0
19174,ty so much for the lovely rose,0
1825,let's take off on a to the lets know more ona|,0
8816,harrods ......,0
3649,in 10 mins!!!,0
8235,"parents of toddler who drowned in neighbor's pool charged with murder neglect, not murder...",0
23523,where is your place???,0
13557,u gotta expect disloyal shit no matter how loyal you are,0
19827,the greatest team we ever had are leaving us one after the other,0
5435,"welfare mom, shop lifter &amp; mouthpiece must be the most self-loathing woman of color, ever.",0
3961,praying for orlando and for all the families involved ....,0
10025,your actions are what make you happy,0
19414,"another day, another mass shooting here in america. what happened to tolerance and respect for those with other opinions and values.",0
31133,what that he's a celebrated shyster or the fact that these ever proliferating stories only galvanize his constituents? /true,0
15442,enjoy starring cuba gooding jr ! &gt;&gt;&gt; !,0
14880,[1465729992.1] update,0
4858,it's hello kitty friday!! d have a fabulous day xoxo,0
14091,the fosters coming back 6/20/2016 just a day and a half left,0
206,can't wait for,0
23493,the face i pull after a long days work when i get that first toke,0
31756,flor ...the in the ......xoxo flor .... el...,0
24053,i am thankful for comfo.,0
17996,"yeeesss!!! the euros is about to sta!! a 1/2 i,",0
5655,another mass shooting &amp; killing of innocent people in the so . day 55 ofa|,0
16692,1 more day to be 21 me edda,0
28581,"-puppy special day, special ...",0
9446,ben is literally one of the most fake human beings i have ever encountered dddd,0
12172,"ive just repurposed this former mustard jar into a beaut little vase dd,d,",0
19439,today was a great day... first ever neckie,0
28816,so sad that a fellow from my has been taken from us. are with his,0
334,gorilla simulator: you need to do to adapt to the environment. the need to tear the city. material,0
15422,set of 6 glass ... gbp 24.99 get here:,0
13003,lucky to get a table tonight! i know i am on for a treat!,0
5895,dad and lad! kanecrookes_04 dd 1/2,0
20957,brutality of a husband on his wife in open public who belongs to a so called peaceful religion.,0
5209,when u realized is going to a conce with you this saturday d+-dd 1/2 d,0
9606,bc the are about to be so lit.,0
26870,packing for move back east is nearly done. wife/kids have 24 hrs 'til plane takes 'em away from l.a. for good. i'll join 'em in a week.,0
23290,just until we sta just time for finishing touches.,0
25374,cobb apparels - italy fashion,0
8414,thalaivaa vijay bdayspl week,0
19723,so happy to be reunited with this gorgeous lady ddd,0
14533,have my lover stop being angry at me visit us..&gt;&gt;&gt;,0
26869,travel sunday with family a|,0
6196,dd$?d 1/4 you're so talented &amp; humble. tnx 4 being my friend even when i fa.,0
14233,"it's bad enough not being able to see braydon for weeks at a time, but staing tomorrow i can't even communicate with him for 3 days.",0
28012,"kind of happy, listening to my own song.",0
14306,"yo en pose!! stowe, vermont",0
12256,"it rains here a lot, but there's never any thunder, and it's one of the things i miss most from the mn. it just staed thundering.",0
5718,this cute fella wants a binq design dog feeder too :(,0
16359,my quotes:,0
19324,about to sta at the !,0
6128,you're a great talent but just an idiot on political and social issues.,0
12918,and looking forward to,0
26578,oh no!! it my asandande shezi bihday,0
12466,when bron was in south beach all you miami fans loved him and his crying but since he left y'all y'all wanna bash him smmfh,0
31932,thanks gemma,0
15543,be so happy that when others look at you at get are too.,0
27336,pig birds family \ rhymes lyric... via,0
6371,i am stunning.,0
18969,a strong top forming - scotiabank,0
9657,has a way of doing that,0
20086,/follow us a copy of clean and lean for life ...,0
6783,color me black dP | | | | | | | | |a|,0
13811,this is what looks like go,0
28469,curry we need you d meditate ka muna. d,0
20515,"when you really want to cry, but are also pretty pissed off at life. buta|",0
681,the about rates in young,0
2846,ready to,0
1097,loving the great dancing and atmosphere today,0
19045,story of my life.,0
18854,archery for year 5 at 1.30pm!,0
29676,"is it love when you cry, and cry and cry? a|",0
5662,wrapping up 6th htta|,0
1879,with my friend's super lovely mom!,0
1546,everyone. may you be filled with the love of your abba father today.,0
6368,father's day. today we honor our eahly father's. how much more should we honor and praise our heavenly father who is the provider,0
8377,found a brand new hardback copy of 's a darker shade of magic for $10 d>> totally made my day!,0
4330,"aaaaa review by robe gardner: ""awesome product. looks great on the wall!!!""",0
16608,one whiskey remains,0
15834,hell yea,0
183,what i am creating right now.,0
18246,feeling good!,0
24418,return of the sad weiner,0
1476,"to be a pa of this lineup at the fest this saturday in henderson,",0
3673,i've seen several hateful things about the victims as it is.,0
8764,"praying for all affected i. the last nite. it matters not whether they were gay, what matters is that tha|",0
5224,just heard are on tomorrow's elsewhere exchange,0
9232,thank you for the,0
27170,this little girl,0
20099,"latepost, last year was my first ride with motorcycle downtown manado. dd",0
5166,i was awed by the film trailer. i can't wait for the film .,0
10595,regardless if you tomorrow. it's still friday let things go and be everyone! shoo,0
19967,to my,0
23269,"nobody, and i mean nobody, out-stupids like this how taught you to count?",0
31032,"79 degrees with a calico. ai,#bigenderd+-",0
22963,i am thankful for delivery food.,0
31347,everyday for the rest of my life! good morning loves.,0
9947,evening all d,0
21869,back from boston ready to get the summer going with blockbuster comics! rebih &amp; civil war boom!,0
17375,feeling for friends left in the place we use to live and raised our life you live in the world!,0
21916,make each morning,0
23597,happy dog smiles camper,0
6360,"a expect a similar, balanced message during upcoming testimony a rbc cm",0
4284,some say that suppoers are all terrorist gun toting religious fundamentalist psychopaths. some say.,0
23141,it saddens me to know these weapons can be purchased legally in canada. smug indeed,0
22152,"the cavs game plan worked.... i'm srry the nba game plan worked.... suspend green, and the cavs win smh this is pathetic",0
10705,littleteensasha - to fulfill all your desire and see you always how ...:,0
8984,helping little people manage big,0
2382,what is it that makes you ? do more.,0
14613,happy gloday dddd 1/2 ddegemani,0
24137,"finally....decision made... best thing ever! aoi,dd>>d d",0
11453,"i just relived the toilet scene in trainspotting. if you know you, you know. d sunday",0
28725,from on high here to help you live and anf lives,0
28153,looks like i will need some boots for cemetery searching next week! stay tuned!,0
29579,i finally found a way how to delete old tweets! you might find it useful as well:,0
14260,at chick fil a i heard a boy say - let's pretend there is a terrorist attack! da,0
11945,this is going to be a good one,0
2376,that coach should be force fed hot shit with a spoon,0
21244,very much looking forward to my observing shift tomorrow night d,0
17862,"flipping through the tv i thought i came across wwe wrestling. nope, that's a trump rally. what has happened to your valuea|",0
28127,thank you so much for everything you do for me all year not just my bihday my best friend,0
12647,every mass shooting i lay at your feet.,0
6903,"we were indeed at 10am! - yours truly, the kids, teachers and (!) the vicar too.da|",0
15181,"your stupid word software is 100% up to date, yet refuses to save to my macbook and just deleted an entire day of urgent work",0
2999,spa day,0
4326,it's the,0
17576,on our way to the movies to see,0
12377,why's taylor mccaw a cow ?? pls help she is trying to shag me,0
14223,wanted to go to in the pines this year but kinda scared.,0
19593,cool yaar. dd,0
7161,loves playing with the happy face ball,0
10887,our . happy customer = happy us :),0
21433,i am glamorous.#i_am,0
7773,"agreed. he's a lying . say it, own it.",0
15151,lilin happy bihday rp 19.000 bihday,0
14447,"justice, how is the search for the killer going?",0
17386,this is the dumbest thing! america even idolizes pets!! strangers even wishing him happy bihday.,0
5193,found on twitter: - _#brightonpier,0
9100,bound for bihday celebrations!,0
10476,oh god !,0
22468,wow september 1 2015 me,0
21096,d how to flash stock kitkat rom using sp flash tool,0
3906,let's see where this goes !,0
22498,- a>>a>>a>> unable to digest the hatea|,0
31127,car selfie d,0
26314,road trip to the mighty all the way from leicester. get those valves warmed up!,0
13362,"jo cox,an advocate for the syrian refugees news",0
30692,being never goes out of style! :),0
12296,sad or dukhi shairi shairi poetry gazal nice poetry daily free poetry dosti msgs plz 1 try follow snd 40404,0
21538,waiting to see,0
3857,it's a kind of day! weekender downtown,0
30473,for real???d+-d+-d+-d+- how legit is this?? sana di hopiad,0
6314,think happy. be happy. . . .,0
13632,got netflix this month just to watch orange is the new black!,0
14137,"now playing : philip wesley - "" leaving the darkness behind"" on music song",0
12142,what's wrong in this world?!?!!??,0
6315,of the l'a soul source world is very and to announce verya|,0
10510,you gave your all for the good of nigeria's football. you'll forever be remembered. my prayers are with your family.,0
22365,wise words.,0
2845,r the inferior team in 2 many ways. steph is a huge pa of gsws organization. lbj has tried to be cavs organization.,0
13303,so many fans are now dissointed... did evehing they had to do and now you do something likea|,0
20588,//i dont fucking understand why people just deleted their replies to me and stopped sl! i'm too bad for you? say it to me directly!,0
3879,"""yapping"" is right... idiot",0
5477,"fathersday -fathers-day-2014-greeting-cards-1024x589 buy things about ""happy fa|",0
4838,/f clean &amp; lean for life,0
17581,let children play..... they are the future of make them feel,0
30867,pampered af. yay! ddd to,0
9417,just a normal setting in in region!,0
3053,veritable pastiche: fathersday,0
6030,i enter everything at but never win!!!,0
24046,love seeing this,0
20806,"happy juneteenth!: it was hard to believe--like a dream come true. even to this day, there is somethin...",0
16778,sad in the branches itas just rainy day writing tears are flying birds,0
661,meanwhile google violates free-speech at will,0
18104,always remind yourself to be . :),0
6818,"hi i'm natasha, you're friendly gender neutral bisexual neighbour a|",0
28317,it's true... Averything in life &amp; love changes when you got little elfs hoppin' around. especially mA(c),0
23070,left used to send college kids to do this kind of thing now they are infiltrating the high schools,0
28424,it's gonna be such a long 47days without bernice,0
31276,50%#islamic-info 25%#cricket 10%#all-type-spos 10% -poetry 3%#world-news 2%#add ye saholat sirf ramzan main hoga follow,0
26880,hey everyone ...,0
20009,"i'm glad i bought jumpers this summer, got to think of the winter.",0
22231,when you order a happy meal from mcdonald's and instead of a box they give you a bag,0
26682,flamethrower,0
21084,i really have to put away this mess! someone help me please!,0
28344,happy people,0
9035,full ensemble!,0
14379,"lol,.. and without ever even having personally engaging,..",0
17121,new workout equipment,0
17483,we pick up and there's a huge nug inside,0
13752,i am thankful for electricity.,0
12613,almost time to travel!,0
6967,are you being true to yourself?,0
17469,sold my first game on my website! pretty happy,0
16466,100 amazing health benefits of cucumbers! is !!,0
18383,six scientists. six suicides. what secret are they dying to protect?,0
18526,feel the grass in your toes.,0
19691,walker and cole left me here for 3 hours by myself,0
15456,"new location for one of my "" hotlegs""",0
29272,i think is a minecraft day,0
9757,"rest in peace,",0
6227,back at home,0
8510,aww yeah it's all good bing bong bing bong,0
17913,cheese and crackers for dinner amp,0
7542,his speeches rate very high with my seo content check app,0
6619,"forgot ""#bihday"" this time...",0
3204,"a little 2 about tomorrow! it's going to be absolutely fabulous! d may beat spoing monte carlo! d,d$?xx",0
24561,good to hear you guys are ok. can't see russian world cup being a 'festival of football.',0
5127,rooster simulation: i want to climb the vast expanse of mountains. it reached the leakage co,0
31380,happy trio! a|,0
4536,god help human kind help themselves restore whats left of humanity.,0
29292,#NAME?,0
12014,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
11838,yoh tarek // congrats on the album // however i bought the pre ordered vinyl back in may &amp; still haven't received... d,0
5633,"everyone thought i was closer to danger when i moved to dc, turns out the danger was a little closer to home. this needs to stop. now.",0
17925,good girl. thehyper,0
19447,i think me &amp; anthony just lost out 27 day streak.....,0
16944,i am refined.,0
15417,"this is my ""do i really have to go to work face""!!!!",0
24685,. too many emotions. and not being able to express them.,0
11939,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
29930,"happy father's day. thanks father for give me love, protection and afection.",0
13336,happy father's day!!#clapton fathersday#makeyourfatherhappy,0
23716,my smokey has the same problems: he either shakes uncontrollably or dashes around our apt trying to find a place to hide,0
15027,"sunday selfie before the gym a$?i,",0
31066,"9947 , just want to wish everyone luck on their owl's this semesta|",0
10883,happy bihday te myvs! the palace pool club,0
707,how times fly! less than a week to go until the brilliant leads our summer conference,0
13512,that ain't a balloon that's my face is a face of someone who is have fun anda|,0
16193,on my way to to talk with neal meyer. can lebron turn the series around?,0
29917,"hey jason_rodriques, you may want to check for latest updates on dY=_",0
17111,bull up: you will dominate your bull and you will direct it whatever you want it to do. when,0
21276,ur on ur hols an u still can't stop thinking bout the villad,0
7712,memphis black men are targeted for murder by black men (and a few others).,0
22985,hi come to our pay? !!,0
17869,"can't freaking wait for ""abella"" to cum out. very",0
20308,on my way to the medical !,0
26582,"because lebron cried when he got trash talked, gs was a man down?? then lebron walked over the guy is disrespectful way",0
9961,for governor 2017 fathers day,0
23522,"you keep digging your hole deeper. i jumped through your refund hoops and now you ""can't find"" my submission?",0
16401,was so about this week's episode. find her thoughts on in here:,0
20081,kicking off the at,0
10553,"i am so happy with life right now. i have an awesome family, amazing boyfriend, great friends, cute ass dog, good job etc.",0
26292,my daughter's strengths r mth/sci but she loves makeup and a...as a fmr engineer it's hard but i encourage her interests.,0
5074,"you will never be broken again ddd balut, tondo,a|",0
28813,a back to test 0.7850 ahead of draghi?,0
30679,omg. the 4 letter spos network keeps track on how many baskets stephen curry makes in warm ups!,0
339,check it,0
4932,but from societyfeelings,0
20811,every girl does.,0
13395,in heaven,0
13038,why so : d,0
25146,how come i keep quoting aquamarine in casual conversations and nobody is noticing?,0
27239,gearing up for this weekends wedding!!,0
20278,aloha friday poke bowl d bonito with black tahitian rice la paris d 1/4,0
9908,i decided to let you go after all.,0
11358,i am thankful for compliments.,0
8098,"tomorrowa| (at brooklyn, new york)",0
22177,"on the runway, colors and elegant silhouettes",0
2406,not long until the england v wales match! the team at fish are getting into the spirit of things,0
25945,"if all your nightmares and fears have been true,how can they be false this time around :(",0
18926,have been seeing some really brutal attack pictures since morning.,0
30817,thousands suffered :( please watch news ale a breaking news,0
29326,4/12/1861 one bro to another to after fall of from,0
7532,i am imaginative.,0
23954,i am graceful.,0
21845,authorities find body of toddler snatched by gator near disney reso in florida via,0
6124,prom 2016 with my friendsddda$?dddd#prom#2016#prom2016#love,0
29033,that moment when steals my favorite color and then asks if im with her.,0
26771,ddscience of stupid on nat geo dd,0
14789,"polar bear climb racing: angry polar bear climb racing, the polar bear living in cold places lookin",0
30759,"big night for !!! michael's power is in tonight! dd'a$?i,dd'a$?i,",0
29163,"color run 2016a$?i,ddd",0
5551,"after last weekends i'm buzzing for and a few who's not ad 1/4 i,",0
30419,very is needed to make a life; it is all within yourself in your way of,0
27001,wow! the criminals wouldn't fight for me but they fight for someone out of uniform,0
15360,beautiful nature,0
14114,can make zen,0
28109,"up, up, up!!! a$?i, a|",0
18455,thinking of all the lovely hats which have gone off to ascot this week - enjoy ladies!,0
14453,fathers day to all tatay in the world,0
13428,all ready to pay xx,0
3319,wish i could be there have fun guys bitten,0
22110,i am thankful for transpo.,0
19794,"dance to your own rhythm of life, it'll make you happier!",0
24056,shower time ..didnt hit the snooze ..took it slow..too slow..tweet time for got cut sho,0
1360,daisy day today,0
30972,"your king suite is stunning, service is outstanding, and the welcome gift made my day. keep being awesa|",0
2927,good night jihwan ssi.have a nice dream.take care of your health.da cute,0
17035,a dream is only a dream until you take action. make it happen! dd (vine by,0
26229,looks like are really pushing narrative in open world games forward! !,0
8145,"i'm home, i have my fluffy dressing gown on and we're having spaghetti bolognese for dinner aoi,d!",0
5976,"learning to love my ""imperfections""",0
13299,summer vibes dd 1/4,0
12004,im going out tomorrow night. cant wait to paint my nails d,0
16365,"trump and clinton are leading, its up to the americans to choose the lesser evil.. na-mds si bernie sanders..",0
6056,uh oh! that doesn't sound good &amp; can i just say that pic is breaking my head,0
23833,i am independent.,0
18337,why do meet and greets with your favorite band have to be so god damn expensive! miss you guys!!,0
7056,today has been officially the worst friday ever!dd,0
29840,completed senseless act of violence. can not comprehend so much hate in someone's hea,0
17109,a happy marriage is the union of two good forgivers. arobe quillen,0
7280,clients,0
5746,it's nearly time. one more sleep until best of luck to our leading lady on saturday night.,0
29838,"50 dead in florida nightclub shooting, worst in us history",0
17314,would give you some lovely photos d10 foot chicken!!!! 7th august,0
22350,"we'll be heabroken we'll pray we'll vent, beg &amp; plead &amp; again, nothing will happen. because nothing ever happens",0
17349,"buy things about ""flag day 2016"": a|",0
15731,tmtc sabbath guys!!!,0
17715,i've many friends .... but when i cry or get bored no one cares dC/dC/dC/,0
20608,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
17622,lonely girl htta|,0
9892,wating for a new journey aY=,0
28535,"bitches is wild yo! no self control, no nun of at....",0
4837,you too!! father's day!! bakman,0
12435,my reading material has arrived,0
14102,my hea breaks for these parents at disney reso but when sign says no swimming that includes wading.,0
22360,"tragic. mass shooting in orlando. if everybody in the nightclub was armed, much better outcome! many news cycles lost to me!",0
17921,"happy, at work conference: right mindset leads to culture-of-development organizations",0
1453,have my lover stop being angry at me visit us..&gt;&gt;&gt;,0
7463,"you would struggle to find two nicer people than these two, congratulations from everybody at mtfc! -",0
24231,"emotion wreck! a$?i,a$?i,a$?i,a$?i,",0
6384,"avocado for my breakfast dai, a|",0
19756,"aC/turned into gay-bashing, racist; very bitter about harm done by us to but it's the old country)",0
27303,"had a great bihday dda$?i, ! this is only pa 1 ! pa 2 will be this saturday",0
26094,with,0
797,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
